year,count,,journal,count,,MeSH super-term,count
,,,Wound repair and regeneration : official publication of the Wound Healing Society [and] the European Tissue Repair Society,54,,,
,,,Disease models & mechanisms,53,,,
,,,DNA and cell biology,53,,,
,,,Journal of biological regulators and homeostatic agents,53,,,
,,,Journal of biomedical science,53,,,
,,,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,53,,,
,,,Journal of controlled release : official journal of the Controlled Release Society,53,,,
,,,PLoS computational biology,53,,,
,,,The Journal of reproduction and development,53,,,
,,,Critical care medicine,52,,,
,,,Environmental health perspectives,52,,,
,,,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,52,,,
,,,Expert review of cardiovascular therapy,52,,,
,,,Frontiers in bioscience (Scholar edition),52,,,
,,,"International journal of radiation biology and related studies in physics, chemistry, and medicine",52,,,
,,,Journal of gastroenterology and hepatology,52,,,
,,,Journal of the National Comprehensive Cancer Network : JNCCN,52,,,
,,,Strahlentherapie und Onkologie : Organ der Deutschen Röntgengesellschaft ... [et al],52,,,
,,,The Journal of pharmacology and experimental therapeutics,52,,,
,,,Biotechnology letters,51,,,
,,,"Brain pathology (Zurich, Switzerland)",51,,,
,,,British journal of pharmacology,51,,,
,,,Duodecim; lääketieteellinen aikakauskirja,51,,,
,,,International journal of immunopharmacology,51,,,
,,,The Journal of craniofacial surgery,51,,,
,,,"Acta oncologica (Stockholm, Sweden)",50,,,
,,,American journal of obstetrics and gynecology,50,,,
,,,Biological chemistry,50,,,
,,,Current hematology reports,50,,,
,,,Hematology/oncology and stem cell therapy,50,,,
,,,Histopathology,50,,,
,,,Internal medicine journal,50,,,
,,,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,50,,,
,,,Macromolecular bioscience,50,,,
,,,Patologicheskaia fiziologiia i èksperimental'naia terapiia,50,,,
,,,Pigment cell & melanoma research,50,,,
,,,Sheng li xue bao : [Acta physiologica Sinica],50,,,
,,,Time,50,,,
,,,Tissue & cell,50,,,
,,,Trends in immunology,50,,,
,,,Immunology and cell biology,49,,,
,,,Journal of genetics and genomics = Yi chuan xue bao,49,,,
,,,"Radiatsionnaia biologiia, radioecologiia / Rossiĭskaia akademiia nauk",49,,,
,,,The British journal of ophthalmology,49,,,
,,,Annual review of cell and developmental biology,48,,,
,,,Brazilian journal of medical and biological research = Revista brasileira de pesquisas médicas e biológicas / Sociedade Brasileira de Biofísica ... [et al.],48,,,
,,,Journal of biochemistry,48,,,
,,,"Journal of biomedical materials research. Part B, Applied biomaterials",48,,,
,,,Journal of materials science. Materials in medicine,48,,,
,,,Kennedy Institute of Ethics journal,48,,,
,,,Molecular pharmaceutics,48,,,
,,,Oncology nursing forum,48,,,
,,,The American journal of the medical sciences,48,,,
,,,The Journal of physiology,48,,,
,,,Vnitr̆ní lékar̆ství,48,,,
,,,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,48,,,
,,,Acta neurobiologiae experimentalis,47,,,
,,,Archives of pathology & laboratory medicine,47,,,
,,,Biochemistry and cell biology = Biochimie et biologie cellulaire,47,,,
,,,Clinical journal of oncology nursing,47,,,
,,,Comptes rendus biologies,47,,,
,,,Neuropathology and applied neurobiology,47,,,
,,,Placenta,47,,,
,,,"Presse médicale (Paris, France : 1983)",47,,,
,,,Schweizerische medizinische Wochenschrift,47,,,
,,,Surgery,47,,,
,,,The Indian journal of medical research,47,,,
,,,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,47,,,
,,,Annual review of medicine,46,,,
,,,Archives of biochemistry and biophysics,46,,,
,,,Baillière's best practice & research. Clinical haematology,46,,,
,,,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,46,,,
,,,Brain research. Molecular brain research,46,,,
,,,Cell adhesion & migration,46,,,
,,,Cell structure and function,46,,,
,,,European urology,46,,,
,,,Izvestiia Akademii nauk. Seriia biologicheskaia / Rossiĭskaia akademiia nauk,46,,,
,,,Journal of cardiovascular pharmacology,46,,,
,,,Journal of medicinal chemistry,46,,,
,,,Medicina,46,,,
,,,Acta biochimica et biophysica Sinica,45,,,
,,,American journal of clinical oncology,45,,,
,,,American journal of ophthalmology,45,,,
,,,Antimicrobial agents and chemotherapy,45,,,
,,,Bioethics,45,,,
,,,Drug discovery today,45,,,
,,,Journal de la Société de biologie,45,,,
,,,Nature structural & molecular biology,45,,,
,,,Neuropharmacology,45,,,
,,,Proceedings of the American Thoracic Society,45,,,
,,,Progress in neurobiology,45,,,
,,,"Reproductive toxicology (Elmsford, N.Y.)",45,,,
,,,Science China. Life sciences,45,,,
,,,The American journal of pediatric hematology/oncology,45,,,
,,,The Journal of rheumatology,45,,,
,,,Archives of pharmacal research,44,,,
,,,Biomacromolecules,44,,,
,,,Chinese journal of cancer,44,,,
,,,DNA repair,44,,,
,,,Expert opinion on pharmacotherapy,44,,,
,,,"Eye (London, England)",44,,,
,,,"Genes, chromosomes & cancer",44,,,
,,,Handbook of experimental pharmacology,44,,,
,,,International journal of experimental pathology,44,,,
,,,Onkologie,44,,,
,,,Pediatrics,44,,,
,,,The Journal of bone and joint surgery. American volume,44,,,
,,,Annals of medicine,43,,,
,,,Clinical calcium,43,,,
,,,Journal of experimental & clinical cancer research : CR,43,,,
,,,Journal of vascular surgery,43,,,
,,,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",43,,,
,,,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,43,,,
,,,Pathology,43,,,
,,,Radiology,43,,,
,,,Reproduction in domestic animals = Zuchthygiene,43,,,
,,,Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition,43,,,
,,,The Israel Medical Association journal : IMAJ,43,,,
,,,The Lancet. Neurology,43,,,
,,,The Medical journal of Malaysia,43,,,
,,,Vitamins and hormones,43,,,
,,,Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns,43,,,
,,,American journal of physiology. Endocrinology and metabolism,42,,,
,,,Arthritis research & therapy,42,,,
,,,Bulletin de l'Académie nationale de médecine,42,,,
,,,Ciba Foundation symposium,42,,,
,,,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,42,,,
,,,Current eye research,42,,,
,,,Current neurovascular research,42,,,
,,,Di 1 jun yi da xue xue bao = Academic journal of the first medical college of PLA,42,,,
,,,Experientia,42,,,
,,,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv für klinische und experimentelle Ophthalmologie,42,,,
,,,Immunotherapy,42,,,
,,,International journal of immunogenetics,42,,,
,,,International journal of laboratory hematology,42,,,
,,,Journal of medical virology,42,,,
,,,La Revue du praticien,42,,,
,,,Pancreas,42,,,
,,,Revista de derecho y genoma humano = Law and the human genome review / Cátedra de Derecho y Genoma Humano/Fundación BBV-Diputación Foral de Bizkaia,42,,,
,,,The American journal of medicine,42,,,
,,,Verhandlungen der Deutschen Gesellschaft für Pathologie,42,,,
,,,Vestnik Rossiĭskoĭ akademii meditsinskikh nauk / Rossiĭskaia akademiia meditsinskikh nauk,42,,,
,,,Wiener klinische Wochenschrift,42,,,
,,,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,42,,,
,,,Biomedicine / [publiée pour l'A.A.I.C.I.G.],41,,,
,,,Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,41,,,
,,,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,41,,,
,,,Digestive diseases and sciences,41,,,
,,,International journal of biological sciences,41,,,
,,,Journal of hematology & oncology,41,,,
,,,Journal of mammary gland biology and neoplasia,41,,,
,,,Journal of the American Academy of Dermatology,41,,,
,,,"Molecular medicine (Cambridge, Mass.)",41,,,
,,,"Multiple sclerosis (Houndmills, Basingstoke, England)",41,,,
,,,Annals of biomedical engineering,40,,,
,,,Annals of plastic surgery,40,,,
,,,Archives of toxicology,40,,,
,,,Cell biology and toxicology,40,,,
,,,Chest,40,,,
,,,Clinical & experimental metastasis,40,,,
,,,Current drug targets,40,,,
,,,Current opinion in neurology,40,,,
,,,European journal of clinical investigation,40,,,
,,,Hypertension,40,,,
,,,Journal of cutaneous pathology,40,,,
,,,Journal of internal medicine,40,,,
,,,Restorative neurology and neuroscience,40,,,
,,,The Anatomical record,40,,,
,,,Therapeutische Umschau. Revue thérapeutique,40,,,
,,,Zhonghua zheng xing wai ke za zhi = Zhonghua zhengxing waike zazhi = Chinese journal of plastic surgery,40,,,
,,,Annals of anatomy = Anatomischer Anzeiger : official organ of the Anatomische Gesellschaft,39,,,
,,,Bio-medical materials and engineering,39,,,
,,,Biotechnology and applied biochemistry,39,,,
,,,Clinical and experimental pharmacology & physiology,39,,,
,,,Current oncology reports,39,,,
,,,Discovery medicine,39,,,
,,,Eksperimentalʹnai͡a onkologii͡a,39,,,
,,,"Journal of applied physiology (Bethesda, Md. : 1985)",39,,,
,,,Liver international : official journal of the International Association for the Study of the Liver,39,,,
,,,Mammalian genome : official journal of the International Mammalian Genome Society,39,,,
,,,Molecular carcinogenesis,39,,,
,,,Oncology research,39,,,
,,,Pathology international,39,,,
,,,"The Journal of law, medicine & ethics : a journal of the American Society of Law, Medicine & Ethics",39,,,
,,,The Pediatric infectious disease journal,39,,,
,,,Voprosy onkologii,39,,,
,,,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,39,,,
,,,Zhonghua bing li xue za zhi Chinese journal of pathology,39,,,
,,,"Alcoholism, clinical and experimental research",38,,,
,,,Analytical chemistry,38,,,
,,,Angiogenesis,38,,,
,,,Archives of ophthalmology,38,,,
,,,Biophysical journal,38,,,
,,,Biotechnology advances,38,,,
,,,Cell biochemistry and biophysics,38,,,
,,,Cell differentiation,38,,,
,,,Coronary artery disease,38,,,
,,,European cytokine network,38,,,
,,,Health physics,38,,,
,,,International journal of clinical and experimental pathology,38,,,
,,,Journal of autoimmunity,38,,,
,,,Journal of interferon & cytokine research : the official journal of the International Society for Interferon and Cytokine Research,38,,,
,,,Journal of periodontal research,38,,,
,,,Seminars in immunopathology,38,,,
,,,The European respiratory journal,38,,,
,,,The FEBS journal,38,,,
,,,The Laryngoscope,38,,,
,,,Behavioural brain research,37,,,
,,,Canadian journal of physiology and pharmacology,37,,,
,,,Current treatment options in oncology,37,,,
,,,European journal of nuclear medicine and molecular imaging,37,,,
,,,"Journal of the Royal Society, Interface / the Royal Society",37,,,
,,,Magnetic resonance in medicine : official journal of the Society of Magnetic Resonance in Medicine / Society of Magnetic Resonance in Medicine,37,,,
,,,Novartis Foundation symposium,37,,,
,,,"Pathobiology : journal of immunopathology, molecular and cellular biology",37,,,
,,,Pharmacotherapy,37,,,
,,,"Science in China. Series C, Life sciences / Chinese Academy of Sciences",37,,,
,,,The Cochrane database of systematic reviews,37,,,
,,,The International journal of oral & maxillofacial implants,37,,,
,,,Veterinary immunology and immunopathology,37,,,
,,,American journal of veterinary research,36,,,
,,,"Bioinformatics (Oxford, England)",36,,,
,,,Blood transfusion = Trasfusione del sangue,36,,,
,,,Cancer control : journal of the Moffitt Cancer Center,36,,,
,,,"Cellular and molecular biology (Noisy-le-Grand, France)",36,,,
,,,Critical reviews in eukaryotic gene expression,36,,,
,,,Der Pathologe,36,,,
,,,Herz,36,,,
,,,Immunology today,36,,,
,,,Journal of gastroenterology,36,,,
,,,Journal of neurocytology,36,,,
,,,Journal of pharmacological sciences,36,,,
,,,Newsweek,36,,,
,,,"Pediatric nephrology (Berlin, Germany)",36,,,
,,,The American journal of sports medicine,36,,,
,,,Zhonghua wai ke za zhi [Chinese journal of surgery],36,,,
,,,ACS nano,35,,,
,,,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,35,,,
,,,CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,35,,,
,,,Current opinion in pediatrics,35,,,
,,,Development genes and evolution,35,,,
,,,Indian journal of experimental biology,35,,,
,,,International journal of molecular sciences,35,,,
,,,International journal of urology : official journal of the Japanese Urological Association,35,,,
,,,Italian journal of anatomy and embryology = Archivio italiano di anatomia ed embriologia,35,,,
,,,Molecular genetics and metabolism,35,,,
,,,Molecular pharmacology,35,,,
,,,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics",35,,,
,,,Praxis,35,,,
,,,The British journal of radiology,35,,,
,,,Thrombosis research,35,,,
,,,Thymus,35,,,
,,,Trends in genetics : TIG,35,,,
,,,Angewandte Chemie (International ed. in English),34,,,
,,,Annual review of immunology,34,,,
,,,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,34,,,
,,,Connective tissue research,34,,,
,,,Current cancer drug targets,34,,,
,,,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation,34,,,
,,,Free radical biology & medicine,34,,,
,,,Frontiers in bioscience (Elite edition),34,,,
,,,Genetics,34,,,
,,,Journal of inherited metabolic disease,34,,,
,,,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,34,,,
,,,Liver transplantation : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society,34,,,
,,,Molecular biotechnology,34,,,
,,,Pathology oncology research : POR,34,,,
,,,Physiological genomics,34,,,
,,,Stem cells,34,,,
,,,The Journal of antimicrobial chemotherapy,34,,,
,,,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,34,,,
,,,The Journal of international medical research,34,,,
,,,Transplant international : official journal of the European Society for Organ Transplantation,34,,,
,,,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences,34,,,
,,,Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology,34,,,
,,,Acta neuropathologica,33,,,
,,,Apoptosis : an international journal on programmed cell death,33,,,
,,,Archives of dermatological research,33,,,
,,,Archives of neurology,33,,,
,,,Bollettino della Società italiana di biologia sperimentale,33,,,
,,,Clinical chemistry,33,,,
,,,Current opinion in pharmacology,33,,,
,,,Drugs,33,,,
,,,European journal of pediatrics,33,,,
,,,Immunology and allergy clinics of North America,33,,,
,,,Journal of andrology,33,,,
,,,Journal of surgical oncology,33,,,
,,,"Lung cancer (Amsterdam, Netherlands)",33,,,
,,,Muscle & nerve,33,,,
,,,Pigment cell research / sponsored by the European Society for Pigment Cell Research and the International Pigment Cell Society,33,,,
,,,Progress in molecular biology and translational science,33,,,
,,,Research in immunology,33,,,
,,,The Journal of general virology,33,,,
,,,U.S. news & world report,33,,,
,,,Ageing research reviews,32,,,
,,,Annals of clinical and laboratory science,32,,,
,,,"Annals of the Academy of Medicine, Singapore",32,,,
